model_name,url,url.1,model_description,params,model_size,updated_url
huggingface-prometheus-eval-prometheus-eval-prometheus-vision-13b-v1.0,https://huggingface.co/prometheus-eval/prometheus-vision-13b-v1.0,https://huggingface.co/prometheus-eval/prometheus-vision-13b-v1.0,image-to-text,,,https://huggingface.co/prometheus-eval/prometheus-vision-13b-v1.0
huggingface-prometheus-eval-prometheus-eval-prometheus-vision-7b-v1.0,https://huggingface.co/prometheus-eval/prometheus-vision-7b-v1.0,https://huggingface.co/prometheus-eval/prometheus-vision-7b-v1.0,image-to-text,,,https://huggingface.co/prometheus-eval/prometheus-vision-7b-v1.0
huggingface-pytorch-pretrained-bert,,,,,,
huggingface-question-answering-generative-t5-v1-base-s-q-c,,,,,,
huggingface-qwen-qwen2.5-7B-Instruct,https://huggingface.co/Qwen/Qwen2.5-7B-Instruct,https://huggingface.co/Qwen/Qwen2.5-7B-Instruct,,,,https://huggingface.co/Qwen/Qwen2.5-7B-Instruct
huggingface-Qwen-Qwen2-0-Qwen-Qwen2-0.5B-Instruct,https://huggingface.co/Qwen/Qwen2-0.5B-Instruct,https://huggingface.co/Qwen/Qwen2-0.5B-Instruct,text-generation,,,https://huggingface.co/Qwen/Qwen2-0.5B-Instruct
huggingface-Qwen-Qwen2-1-Qwen-Qwen2-1.5B-Instruct,https://huggingface.co/Qwen/Qwen2-1.5B-Instruct,https://huggingface.co/Qwen/Qwen2-1.5B-Instruct,text-generation,,,https://huggingface.co/Qwen/Qwen2-1.5B-Instruct
huggingface-Qwen-Qwen2-VL-72B-Instruct,https://huggingface.co/Qwen/Qwen2-VL-72B-Instruct,https://huggingface.co/Qwen/Qwen2-VL-72B-Instruct,image-text-to-text,,,https://huggingface.co/Qwen/Qwen2-VL-72B-Instruct
huggingface-qwen-qwen2-vl-7b-instruct,https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct,https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct,image-text-to-text,,,https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct
huggingface-redhaitai-llama-3.3-70B-Instruct-quantized.w8a8,,,,,,
huggingface-redhatai-neuralmagic-llama-3.3-70B-Instruct-quantized.w8a8,https://huggingface.co/neuralmagic/Llama-3.3-70B-Instruct-quantized.w8a8,https://huggingface.co/neuralmagic/Llama-3.3-70B-Instruct-quantized.w8a8,text-generation,,,https://huggingface.co/neuralmagic/Llama-3.3-70B-Instruct-quantized.w8a8
huggingface-Roberta-finetuned-squad,,,,,,
huggingface-safetensors,,,,,,
huggingface-sentence-transformers-all-MiniLM-L12-v2,https://huggingface.co/sentence-transformers/all-MiniLM-L12-v2,https://huggingface.co/sentence-transformers/all-MiniLM-L12-v2,sentence-similarity,,,https://huggingface.co/sentence-transformers/all-MiniLM-L12-v2
huggingface-sentence-transformers-all-MiniLM-L6-v2,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,sentence-similarity,,,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2
huggingface-sentence-transformers-all-mpnet-base-v2,https://huggingface.co/sentence-transformers/all-mpnet-base-v2,https://huggingface.co/sentence-transformers/all-mpnet-base-v2,sentence-similarity,,,https://huggingface.co/sentence-transformers/all-mpnet-base-v2
huggingface-sentence-transformers-gtr-t5-base,https://huggingface.co/sentence-transformers/gtr-t5-base,https://huggingface.co/sentence-transformers/gtr-t5-base,sentence-similarity,,,https://huggingface.co/sentence-transformers/gtr-t5-base
huggingface-sentence-transformers-gtr-t5-large,https://huggingface.co/sentence-transformers/gtr-t5-large,https://huggingface.co/sentence-transformers/gtr-t5-large,sentence-similarity,,,https://huggingface.co/sentence-transformers/gtr-t5-large
huggingface-sentence-transformers-gtr-t5-xl,https://huggingface.co/sentence-transformers/gtr-t5-xl,https://huggingface.co/sentence-transformers/gtr-t5-xl,sentence-similarity,,,https://huggingface.co/sentence-transformers/gtr-t5-xl
huggingface-sentence-transformers-gtr-t5-xxl,https://huggingface.co/sentence-transformers/gtr-t5-xxl,https://huggingface.co/sentence-transformers/gtr-t5-xxl,sentence-similarity,,,https://huggingface.co/sentence-transformers/gtr-t5-xxl
huggingface-sentence-transformers-LaBSE,https://huggingface.co/sentence-transformers/LaBSE,https://huggingface.co/sentence-transformers/LaBSE,sentence-similarity,,,https://huggingface.co/sentence-transformers/LaBSE
huggingface-sentence-transformers-msmarco-bert-co-condensor,https://huggingface.co/sentence-transformers/msmarco-bert-co-condensor,https://huggingface.co/sentence-transformers/msmarco-bert-co-condensor,sentence-similarity,,,https://huggingface.co/sentence-transformers/msmarco-bert-co-condensor
huggingface-sentence-transformers-multi-qa-MiniLM-L6-cos-v1,https://huggingface.co/sentence-transformers/multi-qa-MiniLM-L6-cos-v1,https://huggingface.co/sentence-transformers/multi-qa-MiniLM-L6-cos-v1,sentence-similarity,,,https://huggingface.co/sentence-transformers/multi-qa-MiniLM-L6-cos-v1
huggingface-sentence-transformers-paraphrase-MiniLM-L6-v2,,,,,,
huggingface-sentence-transformers-sentence-t5-base,https://huggingface.co/sentence-transformers/sentence-t5-base,https://huggingface.co/sentence-transformers/sentence-t5-base,sentence-similarity,,,https://huggingface.co/sentence-transformers/sentence-t5-base
huggingface-sentence-transformers-sentence-t5-large,https://huggingface.co/sentence-transformers/sentence-t5-large,https://huggingface.co/sentence-transformers/sentence-t5-large,sentence-similarity,,,https://huggingface.co/sentence-transformers/sentence-t5-large
huggingface-sentence-transformers-sentence-t5-xl,https://huggingface.co/sentence-transformers/sentence-t5-xl,https://huggingface.co/sentence-transformers/sentence-t5-xl,sentence-similarity,,,https://huggingface.co/sentence-transformers/sentence-t5-xl
huggingface-sentence-transformers-sentence-t5-xxl,https://huggingface.co/sentence-transformers/sentence-t5-xxl,https://huggingface.co/sentence-transformers/sentence-t5-xxl,sentence-similarity,,,https://huggingface.co/sentence-transformers/sentence-t5-xxl
huggingface-snowflake-snowflake-arctic-embed-l,https://huggingface.co/snowflake/snowflake-arctic-embed-l,https://huggingface.co/snowflake/snowflake-arctic-embed-l,,,,https://huggingface.co/snowflake/snowflake-arctic-embed-l
huggingface-snowflake-snowflake-arctic-embed-m,https://huggingface.co/snowflake/snowflake-arctic-embed-m,https://huggingface.co/snowflake/snowflake-arctic-embed-m,,,,https://huggingface.co/snowflake/snowflake-arctic-embed-m
huggingface-sshleifer-distilbart-cnn-12-6,,,,,,
huggingface-swift-coreml-transformers,,,,,,
huggingface-T5-base,,,,,,
huggingface-t5tokenizer,,,,,,
huggingface-taylorai-bge-micro,https://huggingface.co/taylorai/bge-micro,https://huggingface.co/taylorai/bge-micro,sentence-similarity,,,https://huggingface.co/taylorai/bge-micro
huggingface-taylorai-bge-micro-v2,https://huggingface.co/taylorai/bge-micro-v2,https://huggingface.co/taylorai/bge-micro-v2,sentence-similarity,,,https://huggingface.co/taylorai/bge-micro-v2
huggingface-tenyx-tenyxchat-7B-v1,https://huggingface.co/tenyx/TenyxChat-7B-v1,https://huggingface.co/tenyx/TenyxChat-7B-v1,text-generation,,,https://huggingface.co/tenyx/TenyxChat-7B-v1
huggingface-thenlper-gte-base,https://huggingface.co/thenlper/gte-base,https://huggingface.co/thenlper/gte-base,sentence-similarity,,,https://huggingface.co/thenlper/gte-base
huggingface-thenlper-gte-large,https://huggingface.co/thenlper/gte-large,https://huggingface.co/thenlper/gte-large,sentence-similarity,,,https://huggingface.co/thenlper/gte-large
huggingface-thenlper-gte-small,https://huggingface.co/thenlper/gte-small,https://huggingface.co/thenlper/gte-small,sentence-similarity,,,https://huggingface.co/thenlper/gte-small
huggingface-tiiuae-falcon-40b,,,,,,
huggingface-tiiuae-falcon-7b,,,,,,
huggingface-tokenizers-bindings,,,,,,
huggingface-typeform-distilbert-base-uncased-mnli,https://huggingface.co/typeform/distilbert-base-uncased-mnli,https://huggingface.co/typeform/distilbert-base-uncased-mnli,zero-shot-classification,,,https://huggingface.co/typeform/distilbert-base-uncased-mnli
huggingface-uncased_L-24_H-1024_A-16,,,,,,
huggingface-universal-sentence-encoder_4,,,,,,
huggingface-unsloth-llama-3.3-70B-Instruct-bnb-4bit,https://huggingface.co/unsloth/Llama-3.3-70B-Instruct-bnb-4bi,https://huggingface.co/unsloth/Llama-3.3-70B-Instruct-bnb-4bi,,,,https://huggingface.co/unsloth/Llama-3.3-70B-Instruct-bnb-4bi
huggingface-urchade-gliner_large-v2.1,https://huggingface.co/urchade/gliner_large-v2.1,https://huggingface.co/urchade/gliner_large-v2.1,token-classification,,,https://huggingface.co/urchade/gliner_large-v2.1
huggingface-urchade-gliner_multi_pii-v1,https://huggingface.co/urchade/gliner_multi_pii-v1,https://huggingface.co/urchade/gliner_multi_pii-v1,token-classification,,,https://huggingface.co/urchade/gliner_multi_pii-v1
huggingface-voyageai-voyage-2,https://huggingface.co/voyageai/voyage-2,https://huggingface.co/voyageai/voyage-2,,,,https://huggingface.co/voyageai/voyage-2
huggingface-voyageai-voyage-law-2,https://huggingface.co/voyageai/voyage-law-2,https://huggingface.co/voyageai/voyage-law-2,,,,https://huggingface.co/voyageai/voyage-law-2
huggingface-voyageai-voyage-lite-01-instruct,https://huggingface.co/voyageai/voyage-lite-01-instruct,https://huggingface.co/voyageai/voyage-lite-01-instruct,,,,https://huggingface.co/voyageai/voyage-lite-01-instruct
huggingface-voyageai-voyage-lite-02-instruct,https://huggingface.co/voyageai/voyage-lite-02-instruct,https://huggingface.co/voyageai/voyage-lite-02-instruct,,,,https://huggingface.co/voyageai/voyage-lite-02-instruct
huggingface-vsevolodl-Llama-3-8B-Instruct-Gradient-1048-GGUF,https://huggingface.co/vsevolodl/Llama-3-8B-Instruct-Gradient-1048k-GGUF,https://huggingface.co/vsevolodl/Llama-3-8B-Instruct-Gradient-1048k-GGUF,text-generation,,,https://huggingface.co/vsevolodl/Llama-3-8B-Instruct-Gradient-1048k-GGUF
huggingface-w601sxs-b1ade-embed,https://huggingface.co/w601sxs/b1ade-embed,https://huggingface.co/w601sxs/b1ade-embed,feature-extraction,,,https://huggingface.co/w601sxs/b1ade-embed
huggingface-w601sxs-b1ade-embed-kd,https://huggingface.co/w601sxs/b1ade-embed-kd,https://huggingface.co/w601sxs/b1ade-embed-kd,sentence-similarity,,,https://huggingface.co/w601sxs/b1ade-embed-kd
huggingface-xenova-text-embedding-ada-002,https://huggingface.co/Xenova/text-embedding-ada-002,https://huggingface.co/Xenova/text-embedding-ada-002,,,,https://huggingface.co/Xenova/text-embedding-ada-002
huggingface-xlnet-base-cased,,,,,,
huggingface-yiyanghkust-finbert-pretrain,,,,,,
llamaaimodel-1b,https://llamaimodel.com/1b/,https://llamaimodel.com/1b/,,,,
spacy-huggingface-hub,,,,,,
huggingface-meta-llama-llama-4-Scout-17B-16E-Instruct,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct-Original,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct-Original,,,,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct-Original
huggingface-meta-llama-llama-4-Maverick-17B-128E-Instruct-FP8-Original,https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8-Original,https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8-Original,,,,https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8-Original
huggingface-meta-llama-llama-4-Maverick-17B-128E-Instruct-Original,https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Instruct-Original,https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Instruct-Original,,,,https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Instruct-Original
huggingface-meta-llama-llama-4-Maverick-17B-128E-Original,https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Original,https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Original,,,,https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Original
huggingface-meta-llama-llama-4-Scout-17B-16E,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E,any-to-any,,,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E
huggingface-meta-llama-llama-4-Scout-17B-16E-Original,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Original,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Original,,,,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Original
huggingface-tals-albert-xlarge-vitaminc-mnli,https://huggingface.co/tals/albert-xlarge-vitaminc-mnli,https://huggingface.co/tals/albert-xlarge-vitaminc-mnli,text-classification,,,https://huggingface.co/tals/albert-xlarge-vitaminc-mnli
huggingface-facebookai-roberta-large-mnli,https://huggingface.co/roberta-large-mnli,https://huggingface.co/roberta-large-mnli,text-classification,,,https://huggingface.co/roberta-large-mnli
huggingface-openai-gpt-oss-120b,https://huggingface.co/openai/gpt-oss-120b,https://huggingface.co/openai/gpt-oss-120b,text-generation,,,https://huggingface.co/openai/gpt-oss-120b
huggingface-openai-gpt-oss-20b,https://huggingface.co/openai/gpt-oss-20b,https://huggingface.co/openai/gpt-oss-20b,text-generation,,,https://huggingface.co/openai/gpt-oss-20b
